"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
36498,"2013-07-14","within a day","100%","50%","f",1,"['email', 'phone', 'reviews']","t","f","North 6th Street, Brooklyn, NY 11211, United States","Williamsburg","Brooklyn","Brooklyn","NY",11211,"New York","Brooklyn, NY",40.7181135581,-73.9579274734,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",""Hair Dryer"",Iron}",,,,5,"6 weeks ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36499,"2011-06-30","N/A","N/A","N/A","f",2,"['phone', 'facebook', 'reviews']","t","f","17th Street, Brooklyn, NY 11215, United States","Sunset Park","Brooklyn","Brooklyn","NY",11215,"New York","Brooklyn, NY",40.6621380922,-73.9887563557,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating}",,,"$100.00",1,"5 months ago",0,0,0,0,5,85,9,8,10,10,9,9,"t","flexible","f","f",0.17
36500,"2011-03-04","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Manhattan Avenue, Brooklyn, NY 11222, United States","Greenpoint","Brooklyn","Brooklyn","NY",11222,,"Brooklyn, NY",40.7303451887,-73.9547554828,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$55.00",1,"6 days ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36501,"2015-11-21","within an hour","100%","100%","f",1,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Malcolm X Boulevard, New York, NY 10027, United States","Harlem","Manhattan","New York","NY",10027,"New York","New York, NY",40.8094770803,-73.9473912006,"t","Apartment","Entire home/apt",8,1,2,5,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,"$350.00","$100.00",3,"today",11,23,39,285,9,89,8,8,10,10,9,9,"t","strict","f","f",1.71
36502,"2014-09-27","within an hour","100%","80%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Oak Ave, Flushing, NY 11355, United States","Flushing","Queens","Flushing","NY",11355,"New York","Flushing, NY",40.7478406459,-73.8141516924,"t","House","Private room",1,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Washer,Dryer,Essentials,Shampoo}",,,"$8.00",1,"3 weeks ago",0,0,0,275,38,94,10,9,10,10,9,9,"f","moderate","f","f",1.93
36503,"2013-09-02","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","Irving Avenue, Brooklyn, NY 11237, United States","Bushwick","Brooklyn","Brooklyn","NY",11237,"New York","Brooklyn, NY",40.7049683675,-73.9229008325,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",,"$300.00","$100.00",3,"3 months ago",8,10,34,309,3,80,9,8,9,9,9,9,"f","strict","f","f",0.1
36504,"2012-06-03","within a few hours","93%","100%","f",2,"['email', 'phone', 'reviews', 'kba']","t","t","Cleveland Pl, New York, NY 10012, United States","Nolita","Manhattan","New York","NY",10012,"New York","New York, NY",40.7213458312,-73.9965038891,"t","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly""}",,,"$50.00",1,"yesterday",3,14,30,282,163,89,9,9,9,9,10,9,"f","strict","f","t",3.76
36505,"2015-06-27","within an hour","100%","92%","f",1,"['email', 'phone', 'reviews']","t","f","Flushing Avenue, Brooklyn, NY 11206, United States","Bushwick","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7022156308,-73.9329414769,"t","Apartment","Entire home/apt",5,1,1,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,"$1,500.00","$75.00",3,"today",13,36,54,329,11,94,10,9,10,10,10,9,"f","strict","f","f",1.88
36506,"2014-03-27","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Clinton Avenue, Brooklyn, NY 11205, United States","Clinton Hill","Brooklyn","Brooklyn","NY",11205,"New York","Brooklyn, NY",40.6917208415,-73.9693352984,"t","Apartment","Shared room",1,1,1,1,"Couch","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,"$200.00",,5,"13 months ago",0,0,0,0,8,93,9,10,9,10,9,9,"f","strict","f","f",0.32
36507,"2012-10-04","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","Hawthorne Street, Brooklyn, NY 11225, United States","Prospect-Lefferts Gardens","Brooklyn","Brooklyn","NY",11225,"New York","Brooklyn, NY",40.6578335917,-73.9566983231,"t","House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Hangers,""Hair Dryer"",Iron}",,,,2,"a week ago",0,0,8,8,3,100,10,10,10,10,9,10,"f","moderate","f","f",0.42
36508,"2012-12-14","within a few hours","100%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","W 45th St, New York, NY 10036, United States","Hell's Kitchen","Manhattan","New York","NY",10036,"New York","New York, NY",40.7619373603,-73.9934556288,"t","Apartment","Entire home/apt",2,,1,1,"Real Bed","{}",,,"$60.00",1,"3 months ago",0,0,0,0,33,92,9,9,10,10,10,9,"f","strict","f","f",0.89
36509,"2014-05-12","within an hour","96%","95%","f",2,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","E 9th St, New York, NY 10003, United States","East Village","Manhattan","New York","NY",10003,"New York","New York, NY",40.7288884097,-73.9885321045,"f","Loft","Entire home/apt",7,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials}",,"$350.00","$100.00",1,"2 months ago",8,12,31,240,47,84,9,8,9,9,9,8,"f","strict","f","f",2.16
36510,"2015-07-25","within a few hours","99%","42%","f",55,"['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","South Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7110018463,-73.9864714537,"t","Apartment","Shared room",1,2,1,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$300.00","$25.00",14,"2 weeks ago",0,5,35,310,3,100,10,10,10,10,10,10,"f","strict","f","f",0.46
36511,"2012-04-29","within a few hours","100%","33%","f",1,"['email', 'phone', 'facebook']","t","f","East 24th Street, New York, NY 10010, United States","Kips Bay","Manhattan","New York","NY",10010,"New York","New York, NY",40.739334104,-73.9805025553,"f","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials,Shampoo}",,"$500.00","$35.00",1,"today",8,13,13,201,0,,,,,,,,"f","strict","f","f",
36512,"2013-04-30","within a few hours","100%","79%","f",5,"['email', 'phone', 'reviews', 'kba']","t","t","W 151st st, New York, NY 10031, United States","Harlem","Manhattan","New York","NY",10031,"New York","New York, NY",40.8286471289,-73.9462148456,"t","Apartment","Private room",1,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,3,"today",10,17,47,322,40,96,10,10,10,10,9,10,"f","moderate","t","f",1.07
36513,"2014-10-29","within a few hours","95%","100%","f",1,"['email', 'phone', 'facebook', 'jumio']","t","t","Walton Avenue, Bronx, NY 10451, United States","Concourse","Bronx","Bronx","NY",10451,"New York","Bronx, NY",40.8262159807,-73.9261458035,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$50.00",3,"yesterday",9,9,9,161,0,,,,,,,,"f","moderate","f","f",
36514,"2014-04-13","within an hour","100%","67%","f",1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","t","Starr Street, Brooklyn, NY 11237, United States","Bushwick","Brooklyn","Brooklyn","NY",11237,"New York","Brooklyn, NY",40.7063143527,-73.922850892,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,Heating,Essentials}",,,,1,"4 weeks ago",0,0,0,0,1,100,8,8,10,10,10,10,"f","flexible","f","f",1
36515,"2011-01-25","within an hour","100%","93%","t",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Pearl St., Brooklyn, NY 11201, United States","DUMBO","Brooklyn","Brooklyn","NY",11201,"New York","Brooklyn, NY",40.7031783829,-73.9878012262,"t","Loft","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$300.00",,1,"today",6,36,42,42,29,98,10,10,10,10,10,10,"f","moderate","f","f",2.5
36516,"2014-12-28","N/A","N/A","N/A","f",2,"['email', 'phone', 'google', 'reviews']","t","f","East 55th Street, Brooklyn, NY 11203, United States","East Flatbush","Brooklyn","Brooklyn","NY",11203,"New York","Brooklyn, NY",40.6542916438,-73.9251082145,"t","Apartment","Private room",2,1,1,1,"Futon","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly""}",,,"$90.00",5,"5 months ago",30,60,90,365,0,,,,,,,,"f","flexible","f","f",
36517,"2011-10-30","within a day","88%","100%","f",2,"['email', 'phone', 'facebook', 'reviews']","t","f","Dupont Street, Brooklyn, NY 11222, United States","Long Island City","Queens","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7504586581,-73.9458060771,"t","Apartment","Entire home/apt",2,1,2,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$300.00","$50.00",4,"2 weeks ago",1,1,15,15,3,100,10,8,10,10,10,10,"f","moderate","f","f",0.57
36518,"2015-06-24","within an hour","100%","100%","f",3,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","t","Evergreen Avenue, Brooklyn, NY 11221, United States","Bushwick","Brooklyn","Brooklyn","NY",11221,"New York","Brooklyn, NY",40.6888572962,-73.9129880228,"t","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",,,,1,"today",22,52,82,357,6,93,10,10,9,9,9,10,"t","strict","f","f",2.81
36519,"2011-07-29","within a day","100%","100%","f",1,"['email', 'phone', 'reviews']","t","f","Berry St, Brooklyn, NY 11211, United States","Williamsburg","Brooklyn","Brooklyn","NY",11211,"New York","Brooklyn, NY",40.7114243099,-73.9652686168,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating}",150,,"$15.00",2,"a week ago",1,7,13,225,163,91,9,9,9,9,9,9,"f","strict","f","f",2.77
36520,"2016-04-07","within an hour","96%","86%","f",6,"['email', 'phone', 'reviews']","t","f","79th Street, Jackson Heights, NY 11372, United States","Jackson Heights","Queens","Jackson Heights","NY",11372,"New York","Jackson Heights, NY",40.7485886383,-73.8862798346,"t","House","Private room",2,2,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$5.00",1,"3 weeks ago",29,59,89,89,0,,,,,,,,"f","moderate","f","f",
36521,"2014-02-01","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","Ocean Avenue, Brooklyn, NY 11226, United States","Flatbush","Brooklyn","Brooklyn","NY",11226,"New York","Brooklyn, NY",40.6499987456,-73.9607336861,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating}",,"$300.00",,6,"7 weeks ago",0,0,0,0,1,100,10,10,10,10,8,8,"f","moderate","f","f",0.1
36522,"2015-06-27","within an hour","96%","96%","f",7,"['email', 'phone', 'facebook', 'reviews']","t","f","Chauncey St, Brooklyn ny , NY 11233, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn ny ","NY",11233,"New York","Brooklyn ny , NY",40.6820181175,-73.920037352,"f","Apartment","Private room",2,1,1,1,"Real Bed","{}",,,,1,"2 weeks ago",9,39,69,344,4,90,9,7,10,10,8,9,"f","flexible","f","f",2.26
36523,"2015-03-25","N/A","N/A","N/A","f",1,"['email', 'phone', 'linkedin', 'kba']","t","t","16th Street, Brooklyn, NY 11215, United States","South Slope","Brooklyn","Brooklyn","NY",11215,"New York","Brooklyn, NY",40.6639264686,-73.987278579,"t","House","Entire home/apt",6,3,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,,,1,"10 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36524,"2015-02-11","within an hour","100%","91%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Beach Channel Drive, Queens, NY 11691, United States","Bayswater","Queens","Queens","NY",11691,"New York","Queens, NY",40.5996848284,-73.7645247706,"t","House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",,"$95.00","$20.00",1,"a week ago",19,49,79,354,25,92,9,9,10,10,8,9,"t","moderate","f","f",1.93
36525,"2016-04-26","within a day","50%","100%","f",1,"['email', 'phone']","t","f","Saint Nicholas Avenue, New York, NY 10027, United States","Harlem","Manhattan","New York","NY",10027,"New York","New York, NY",40.8105073003,-73.9529598413,"t","Apartment","Entire home/apt",2,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,5,"5 weeks ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36526,"2015-10-08","within an hour","100%","50%","f",1,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Crown Street, Brooklyn, NY 11213, United States","Crown Heights","Brooklyn","Brooklyn","NY",11213,"New York","Brooklyn, NY",40.666120858,-73.9369619283,"t","Apartment","Shared room",1,3,1,1,"Real Bed","{Internet,""Air Conditioning"",Kitchen,Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,1,"5 weeks ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36527,"2015-09-08","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","East 17th Street, Brooklyn, NY 11230, United States","Midwood","Brooklyn","Brooklyn","NY",11230,"New York","Brooklyn, NY",40.6279153004,-73.961621707,"f","Apartment","Shared room",3,1,1,1,"Real Bed","{}",,,,1,"a week ago",0,0,7,7,1,100,10,10,10,10,10,10,"f","moderate","f","f",1
36528,"2013-07-18","within an hour","92%","100%","t",3,"['email', 'phone', 'reviews', 'kba']","t","t","64th Street, Brooklyn, NY 11220, United States","Sunset Park","Brooklyn","Brooklyn","NY",11220,"New York","Brooklyn, NY",40.6388480963,-74.0195921777,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$300.00","$125.00",2,"yesterday",20,50,75,350,0,,,,,,,,"f","strict","t","t",
36529,"2013-11-05","within a few hours","100%","92%","f",4,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Starr Street, Brooklyn, NY 11237, United States","Bushwick","Brooklyn","Brooklyn","NY",11237,"New York","Brooklyn, NY",40.7050493259,-73.9228109339,"t","Apartment","Private room",2,1.5,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$20.00",2,"4 days ago",11,36,53,319,112,89,9,9,9,9,9,9,"f","strict","f","f",3.6
36530,"2013-04-09","within a day","90%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Division Street, New York, NY 10002, United States","Chinatown","Manhattan","New York","NY",10002,"New York","New York, NY",40.7135669436,-73.9909279163,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$50.00",1,"a week ago",11,30,30,182,46,97,9,9,10,10,10,10,"f","strict","f","f",2.82
36531,"2015-12-13","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook']","t","f","Van Buren Street, Brooklyn, NY 11221, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11221,"New York","Brooklyn, NY",40.6916312062,-73.9399981925,"t","Apartment","Entire home/apt",1,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace""}",,,,1,"6 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36532,"2014-08-12","within a few hours","100%","100%","f",4,"['email', 'phone', 'reviews', 'kba']","t","t","East 208th Street, Bronx, NY 10467, United States","Norwood","Bronx","Bronx","NY",10467,"New York","Bronx, NY",40.8809406245,-73.8828551699,"f","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",,"$100.00","$20.00",3,"6 days ago",0,13,13,251,4,90,9,7,9,9,8,9,"f","moderate","f","f",1.4
36533,"2013-07-10","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Vernon Avenue, Brooklyn, NY 11206, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.6947997173,-73.9510126005,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,Kitchen,Heating}",,,,15,"5 months ago",0,0,0,0,0,,,,,,,,"f","strict","f","f",
36534,"2016-04-07","within an hour","78%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","28th Avenue, Queens, NY 11103, United States","Astoria","Queens","Queens","NY",11103,"New York","Queens, NY",40.7655532531,-73.9145826861,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,2,"today",11,11,28,28,3,100,10,10,10,10,9,9,"f","moderate","f","f",1.7
36535,"2014-02-18","within a few hours","90%","100%","f",2,"['email', 'phone', 'reviews', 'jumio']","t","t","West 79th Street, New York, NY 10024, United States","Upper West Side","Manhattan","New York","NY",10024,"New York","New York, NY",40.7834386536,-73.9794081079,"t","Apartment","Entire home/apt",2,1,0,1,"Futon","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$450.00",,14,"2 months ago",0,0,0,208,3,93,9,8,10,9,9,9,"f","moderate","f","f",0.35
36536,"2015-09-30","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook']","t","f","Howard Avenue, Brooklyn, NY 11233, United States","Crown Heights","Brooklyn","Brooklyn","NY",11233,"New York","Brooklyn, NY",40.6698837967,-73.9205638548,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,"$100.00","$25.00",1,"7 months ago",30,60,90,365,0,,,,,,,,"f","moderate","f","f",
36537,"2014-03-18","within a day","100%","75%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","34th St, Astoria, NY 11103, United States","Astoria","Queens","Astoria","NY",11103,"New York","Astoria, NY",40.7676427988,-73.9163313608,"f","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer""}",,,,3,"6 days ago",0,0,6,6,1,100,10,10,8,10,10,10,"f","flexible","f","f",1
36538,"2013-06-26","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews']","t","f","Greenwich Street, New York, NY 10014, United States","West Village","Manhattan","New York","NY",10014,"New York","New York, NY",40.7389608556,-74.0052244872,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating}",,,,3,"8 months ago",0,0,0,0,4,90,9,6,10,8,10,10,"f","strict","f","f",0.12
36539,"2015-06-15","within an hour","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","West Street, New York, NY 10014, United States","Financial District","Manhattan","New York","NY",10014,"New York","New York, NY",40.7089241865,-74.0132496189,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,,,14,"3 weeks ago",1,1,1,1,1,100,10,10,10,10,10,10,"f","flexible","f","f",0.11
36540,"2012-07-03","within an hour","100%","100%","f",5,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","34th Avenue, Queens, NY 11372, United States","Jackson Heights","Queens","Queens","NY",11372,"New York","Queens, NY",40.7541794793,-73.8713731899,"t","House","Private room",2,1,1,2,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}",,,,1,"a week ago",30,60,90,365,2,80,10,9,10,10,9,9,"t","strict","f","f",1.76
36541,"2012-11-23","within a day","75%","50%","f",2,"['phone', 'reviews']","t","f","Manhattan Avenue, Brooklyn, NY 11206, United States","Williamsburg","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7057559145,-73.9440866893,"t","Apartment","Private room",2,1.5,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",,,"$10.00",3,"6 months ago",0,0,0,0,1,80,10,10,10,10,6,10,"f","moderate","f","f",0.18
36542,"2013-11-04","within a day","73%","79%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","West 10th Street, New York, NY 10014, United States","West Village","Manhattan","New York","NY",10014,"New York","New York, NY",40.7335808667,-74.004909334,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,"$200.00","$54.00",2,"a week ago",1,20,50,140,23,99,10,10,10,10,10,10,"f","moderate","f","f",1.46
